airline_sentiment,is_reply,reply_count,retweet_count,text,tweet_coord,tweet_created,tweet_id,tweet_location,user_timezone
negative,TRUE,0,0,"@AParayas @Iberia incluyes @AirNostrumLAM ? si es así, mucho cambio... y creo que a peor",,Mon Dec 18 13:17:11 +0000 2017,942745557835112448,,Athens
negative,FALSE,0,0,"Tras la pesadilla del Galaxy Note 7 , Samsung regala 200 Note 8 en un vuelo de Iberia #note8abordo https://t.co/HsTsa8ZHBM",,Fri Nov 03 12:59:02 +0000 2017,926433540383920128,,Madrid
neutral,TRUE,0,0,@Ryanair_ES Porque me encanta ese momento de ¿ dónde vamos ? Voy a buscar vuelos baratitos en Ryanair que ya vamos… https://t.co/Cq39kXtQjV,,Tue Dec 19 17:51:12 +0000 2017,943176904290521088,,
negative,TRUE,0,0,"@Worrissey Estan weando mucho los dos equipos, que se quede Iberia y se acabo el webeo",,Thu Dec 28 01:15:18 +0000 2017,946187772003586053,,Santiago
negative,TRUE,0,0,"@Iberia Si Iberia me cobra injustamente, debiese ser Iberia el que me persiga para devolverme el dinero, no al revé… https://t.co/AJR8tJ4N99",,Fri Dec 29 00:56:13 +0000 2017,946545357537849344,,Santiago
negative,TRUE,0,0,"@garci_roser @egrjr @KRLS https://t.co/DjZM2yNreR

Vuelos baratos para que te marches cuando quieras.

De nada.",,Tue Jan 02 08:28:17 +0000 2018,948108675427774465,,
neutral,TRUE,0,0,"@Iberia Ya os he enviado DM, espero que puedan ayudarlo. Gracias",,Wed Oct 25 13:52:21 +0000 2017,923185466089902080,,Casablanca
negative,TRUE,0,0,@Iberia Tengo que ponerme en contacto con el presidente para que hagan algo al respecto de mi maleta perdida? 6 día… https://t.co/KgJsH4bKLg,,Wed Dec 27 15:50:58 +0000 2017,946045753306234880,,Pacific Time (US & Canada)
neutral,FALSE,0,0,Los trabajadores de tierra de Ryanair desconvocan la huelga del próximo 30 de diciembre,,Sat Dec 23 11:15:52 +0000 2017,944526966971092992,,
negative,TRUE,0,0,@frmat @vueling @HoyPorHoy @CoordiONGD @AcogerYa @EspacioInmigran @amnistiaespana @aramayuelas @yolandapolot… https://t.co/sa6gTYQlb9,,Wed Dec 06 16:05:19 +0000 2017,938439218329804800,,Greenland
negative,FALSE,0,0,Gracias @Iberia un vuelo de 50 minutos y un retraso de una hora,,Mon Nov 27 12:52:12 +0000 2017,935129126733864960,,Madrid
neutral,FALSE,0,0,"Con @Iberia, mi destino a un solo click. ¡Deseadme suerte! #HolaColombia. Hola 79 destinos europeización eos al mej… https://t.co/FzKmC7cOFT",,Fri Dec 01 04:31:56 +0000 2017,936452783699644417,,
positive,TRUE,0,0,@Iberia Felicitaciones @Iberia lo esperamos con ansias a Santo Domingo en MVD para sacarle una linda📸,,Tue Dec 19 17:03:33 +0000 2017,943164914495098881,,Buenos Aires
neutral,FALSE,0,0,El 'Black Friday' llega a Ryanair: descuentos del 15% en billetes y del 20% en la facturación de maletas https://t.co/jotuJ29eVx,,Mon Nov 20 12:41:40 +0000 2017,932589762870996992,,
neutral,FALSE,0,0,Ryanair retrasa a 2018 su nueva política de equipajes que incluirá un pago por embarcar la maleta de mano https://t.co/lLVVgN7GTG,,Wed Oct 25 13:33:16 +0000 2017,923180664572088320,,Greenland
negative,TRUE,0,0,@cbellolio @Iberia Lo barato cuesta caro...... Iberia ???? existe ????,,Sat Dec 02 23:38:52 +0000 2017,937103804041957377,,Santiago
positive,FALSE,0,0,"Acabo de bajarme de un avión de Ryanair, hice el trayecto Barcelona-Vigo, y después de ser está la tercera vez... https://t.co/66aGGB6k7n",,Tue Nov 07 17:32:01 +0000 2017,927951787025367042,,Athens
neutral,FALSE,0,0,#ComplianceNews #AntiLAFT Marca de bajo costo de Iberia llegará a Colombia https://t.co/JL0cJkKvJB,,Thu Oct 26 09:00:58 +0000 2017,923474525769134080,,
negative,TRUE,0,0,@Iberia SHARE/RT IBERIA COBRAN INSTANTANEAMENTE LAS VENTAS PERO CUANDO TIENEN QUE DEVOLVER DINERO MAL COBRADO TARDA… https://t.co/JeSO4YFVgq,,Thu Dec 14 12:52:16 +0000 2017,941289735993155584,,
neutral,FALSE,0,0,Cataluña está fatal. 🙃 https://t.co/c1pbXhDGQ9,,Wed Dec 13 12:27:04 +0000 2017,940921007082229761,,Madrid
neutral,TRUE,0,0,@salvinamusica Tips : 1) Te tirás encima toda la ropa y calzado mas pesados. Incluye llevar bufanda y abrigo tipo c… https://t.co/UfGXw68lSq,,Fri Dec 15 14:20:46 +0000 2017,941674399287140352,,America/Argentina/Buenos_Aires
negative,FALSE,0,0,"Hoy suspenso para @Iberia . Tras 45 min de retraso, me he encontrado estos regalitos en el asiento… https://t.co/KqQrVlLYcE",,Sun Nov 05 20:47:32 +0000 2017,927276214599012352,,Madrid
positive,FALSE,0,0,"Ameos: si alguien viene a Europa entre enero y marzo, le recomiendo q visite la web de Ryanair: hay pasajes desde 5€",,Tue Nov 21 18:37:01 +0000 2017,933041574619107328,"Madrid, Spain",Lima
negative,FALSE,0,0,Yo aquí creandome falsas expectativas en concursos en internet. @Iberia #HolaColombia. https://t.co/rDUQkm1Gbm,,Mon Nov 27 18:25:29 +0000 2017,935212999069044737,,Bogota
negative,FALSE,0,0,"Nueva huelga del sector aéreo convocada para un período de vacaciones. La huelga de la marmota. Esta vez, de Iberia… https://t.co/zSNsLmsPB4",,Wed Dec 13 12:22:08 +0000 2017,940919768848195584,,Madrid
negative,FALSE,0,0,"Hola Colombia, Hola Europa 🤞🏻 https://t.co/LRKaUX4xaP",,Tue Nov 14 03:20:49 +0000 2017,930274292788596737,,Bogota
negative,TRUE,0,0,@Iberia una de caso no me vendría nada mal eh,,Wed Dec 06 11:14:17 +0000 2017,938365978362163200,,Athens
positive,FALSE,0,0,#Andalucia #Noticias Ryanair reconocerá a los sindicatos de pilotos para evitar un colapso en Navidad… https://t.co/dUGFuUzSMW,,Fri Dec 15 15:08:02 +0000 2017,941686290642112517,,
neutral,TRUE,0,0,"@Iberia Perfecto. Gracias.
Y respecto al equipaje facturado? Que peso y medidas límites existen?",,Thu Nov 30 09:58:35 +0000 2017,936172600459440129,,
neutral,FALSE,0,0,"Con el fin de evitar la huelga navideña, @Ryanair reconoce a los sindicatos de pilotos. https://t.co/D37cH6fy1O https://t.co/a3qfau0dbC",,Tue Dec 19 15:15:09 +0000 2017,943137634485972992,,Madrid
neutral,FALSE,0,0,"El Conjunto Megalítico de Mulisko Gaina, Urnieta: https://t.co/u9KhA7sYsf #Prehistoria #Historia #MuliskoGaina… https://t.co/YCr86pFNCn",,Fri Nov 24 16:20:09 +0000 2017,934094297166643200,,Madrid
negative,TRUE,0,0,@Iberia Viaje en junio. NO ME DIERON LA DIETA HIPOSODICA Q PEDÍ cdo compre el pasaje. El sistema lo eliminó cdo cam… https://t.co/fjtLG3yn7n,,Thu Dec 14 04:15:18 +0000 2017,941159637960871938,,
neutral,TRUE,0,0,"@Iberia por favor escuchen y den respuesta positiva a @LostenelGabacho 
En su Instagram explica la situación… https://t.co/vQQ3SOfwAe",,Mon Jan 08 18:16:48 +0000 2018,950431106058342400,,Pacific Time (US & Canada)
negative,TRUE,0,0,"No pasa nada, lo conseguiré. 
Pero la linea area, @Iberia retrasa el primer vuelo, con lo que la escala se reduce a… https://t.co/HVLk0kk2eO",,Thu Jan 04 23:47:53 +0000 2018,949064872813301760,,Madrid
negative,FALSE,0,0,"Así ""responde""@Iberia cuando te deja esperando 4 horas en un aeropuerto por demoras en escalas q ellos mismos progr… https://t.co/FfXDFhkFag",,Tue Dec 05 16:34:36 +0000 2017,938084199071928321,,Buenos Aires
negative,FALSE,0,0,"Mala planificación de pilotos, no. Que se le fueron los pilotos en masa a Norwegian. https://t.co/pDT2bsgHIX",,Thu Nov 30 19:10:05 +0000 2017,936311387026010114,"Barcelona, Spain",Madrid
positive,FALSE,0,0,#OfertadeTrabajo Ingeniero de Ventas Junior (ISE) para Pro-Lite Technology Iberia https://t.co/nwFaWPrdWD,,Thu Dec 14 13:44:04 +0000 2017,941302774595235840,,Madrid
positive,TRUE,0,0,@franciscoperalg @vueling Muchísimas veces llego antes con @vueling @ryanair @easyjet... La hora señalada de ateriz… https://t.co/G8k7fAaJNV,,Wed Nov 29 20:09:11 +0000 2017,935963873164873729,,
neutral,TRUE,0,0,@Silvia_cj022 Ya si tengo uno mirado pero es que la ida es con Ryanair...,,Thu Jan 04 13:27:35 +0000 2018,948908770532495360,,Greenland
positive,FALSE,0,0,Iberia aumentará a 17 sus vuelos semanales desde Buenos Aires en 2018. https://t.co/xrbjj23dvY,,Wed Nov 22 13:42:43 +0000 2017,933329901838618624,,Santiago
neutral,TRUE,0,0,@Iberia Estoy a la espera del mail de confirmacion x parte de Iberia por un cambio para un dia antes y no despues c… https://t.co/6pAJn1gLpk,,Fri Nov 24 13:09:06 +0000 2017,934046216060620800,,
neutral,TRUE,0,0,"@Ryanair_ES ¿Dónde está mi maleta? A mi me gusta viajar, pero a mi gato le encanta. Y recordad que a partir del 15… https://t.co/lL39FiFy5J",,Tue Dec 19 11:24:25 +0000 2017,943079567312474112,,
positive,FALSE,0,0,Iberia aumentará el número de vuelos a San Juan - Sin Comillas https://t.co/DaP2DnhwvT,,Wed Dec 06 17:39:30 +0000 2017,938462918219386883,,Atlantic Time (Canada)
neutral,TRUE,0,0,@Iberia donde puedo agregar algo a un reclamo? necesito el comprobante de demora de vuelo. la web dice que el formato no es un numero,,Fri Nov 03 16:13:02 +0000 2017,926482360039870470,,
negative,TRUE,0,0,@Iberia el servicio al cliente por telefono no es muy bueno,,Wed Nov 29 15:23:13 +0000 2017,935891907254796289,,Central Time (US & Canada)
negative,TRUE,0,0,"@RosaClotet @CristinaCabel16 @eJaume @luna1amor @albert_dmcat @vueling Recordeu que Vueling és 45% Iberia ""no hase… https://t.co/er15Rc5hCA",,Sat Nov 25 20:17:17 +0000 2017,934516362562691073,,Amsterdam
negative,FALSE,0,0,"Después de unos días inolvidables en México, iberia nos retrasa el vuelo sin una explicación...… https://t.co/MmDTiXEkuh",,Mon Nov 20 19:50:20 +0000 2017,932697640684408832,,Madrid
negative,FALSE,0,0,"Si creían que @Avianca era malo, Imagínense @iberia, ni siquiera responden.",,Thu Dec 14 18:43:12 +0000 2017,941378052629594112,,Bogota
negative,FALSE,0,0,#Iberia Sabéis q te da  @Iberia después de cobrarte casi 3mil euros por un billete en bussines a Guinea Ecuatorial?… https://t.co/Nt6ji3A8AY,,Mon Nov 20 19:46:46 +0000 2017,932696741920624640,,
negative,TRUE,0,0,"@majogm WoW. Pero qué majo. Servicio de abordo, trata del personal, comodidad del avión, puntualidad, comodidad del… https://t.co/l7I7VLTofj",,Tue Nov 21 01:47:24 +0000 2017,932787497578397696,,Buenos Aires
negative,FALSE,0,0,¿Por qué son tan desagradables y con nulo sentido de la empatía los operadores de IBERIA Plus?. Pregunto. @Iberia,,Tue Dec 19 08:09:12 +0000 2017,943030439396200448,,
negative,TRUE,0,0,@iberia equipaje perdido desde martes  y sin respuesta. Medicinas urgentes  expediente MEXIB57371  Egea Lozano. Por favor ayuda. En Mexico,,Fri Dec 15 13:43:05 +0000 2017,941664914879397888,,
negative,FALSE,0,0,"Iberia se la tiene jurada al ciclista Iván Cortina, pierde la bici y luego se la rompe - Parece que la compañía aér… https://t.co/Zade1UJl50",,Tue Jan 02 00:03:25 +0000 2018,947981618672742401,,
neutral,FALSE,0,0,Ryanair reclutará en Oviedo a nuevos tripulantes de cabina para toda Europa el 15 de noviembre https://t.co/6eD8aPPcv5 vía @lanuevaespana,,Thu Oct 26 15:44:59 +0000 2017,923576196021055489,,
neutral,FALSE,0,0,"Con @Iberia, mi destino a un solo click. ¡Deseadme suerte! #HolaColombia. Hola 79 destinos europeos al mejor precio https://t.co/juGRqFl27e",,Thu Nov 30 04:10:14 +0000 2017,936084932207759360,,Eastern Time (US & Canada)
negative,FALSE,0,0,"Así fue el accidente del vuelo 5022 de Spanair, el más letal en España en 2 décadas #vIDEO https://t.co/ibm15qldKX",,Tue Dec 05 12:33:06 +0000 2017,938023425154699264,,Pacific Time (US & Canada)
negative,TRUE,0,0,"@____ogirdor Además,nos eliminó iberia que además se fué a la c.",,Fri Dec 22 00:47:54 +0000 2017,944006546861776901,,Santiago
neutral,TRUE,0,0,@Ryanair_ES Me encanta viajar porque la vida es muy corta y el mundo es enorme!!!! #Ryanair,,Mon Dec 18 19:38:16 +0000 2017,942841460629671937,,
negative,TRUE,0,0,@SamsungEspana @Iberia Y los que somos fieles a la marca y pagamos el movil a tocateja pues nada como siempre,,Mon Oct 30 15:41:47 +0000 2017,925024944676917249,,Athens
negative,TRUE,0,0,@Iberia @rociocht Su atención y servicio al cliente deja mucho que desear comparado con los precios de sus billetes… https://t.co/EHJ3Tk1sKX,,Tue Nov 21 17:27:29 +0000 2017,933024078419685378,,Mountain Time (US & Canada)
neutral,TRUE,0,0,@HidalgoDePucela @pilar_vtomas @CsValladolid @CsCastillayLeon @FranciscoIgea @LuisFuentesCs @InesArrimadas… https://t.co/bYCSTC79ch,,Sun Dec 17 14:06:41 +0000 2017,942395629120229377,,Madrid
neutral,FALSE,0,0,Ya estamos comprando otra vez billetitos para cruzarnos el océano e Iberia no quiere darme mis avios. @Iberia SÉ BUENA Y DAME MIS AVIOS.,,Sat Dec 02 10:45:49 +0000 2017,936909260553728002,,Madrid
neutral,TRUE,0,0,"@Iberia Al final llamé, había un error en el sistema y el billete estaba pillado entre dos estados",,Thu Nov 30 14:59:27 +0000 2017,936248314017779713,,Madrid
positive,FALSE,0,0,#HolaEuropa @Iberia Vamonos para Europa https://t.co/9SA0c9proo,,Mon Dec 18 18:37:24 +0000 2017,942826143161430017,,
neutral,FALSE,0,0,"Coca Cola European Partners Iberia, Redit y Sistemas Genómicos se asocian a la patronal CEV https://t.co/I7BMmUcrHZ",,Thu Dec 14 20:33:12 +0000 2017,941405736063700992,,Madrid
negative,TRUE,0,0,"@DinhaViajera Recemos a san @iberia, que vende conexiones imposibles.",,Fri Dec 22 20:11:11 +0000 2017,944299295842471936,,Athens
neutral,FALSE,0,0,Preguntaremos a Fomento en el Congreso si es cierta la denuncia de Ryanair??. @gpscongreso @CSIFAena @ugtmalaga… https://t.co/PYEuUp7ucS,,Thu Dec 21 13:54:13 +0000 2017,943842041989156864,,Madrid
positive,FALSE,0,0,"Estoy mirando Vueling, Ryanair y Expedia, ¿alguna compañía más que pueda mirar?",,Mon Jan 08 12:58:13 +0000 2018,950350931215794177,"A Coruña, España",Pacific Time (US & Canada)
negative,TRUE,0,0,"@Iberia Les repito, necesito que mi equipaje llegue al aeropuerto el Caraño de la ciudad de Quibdó-Chocó lo antes p… https://t.co/DOczM8aSJ2",,Fri Dec 15 21:45:56 +0000 2017,941786426282299392,,Madrid
neutral,FALSE,0,0,"Rafael Díaz Guardamino, Modern Infraesrtruture Sales Lead Iberia de @DELLEMCSpain, nos habla sobre la transformació… https://t.co/Up5PmnVQZP",,Wed Nov 29 11:26:34 +0000 2017,935832352680497153,,Madrid
negative,FALSE,0,0,Vaya servicio malo la pág de @Iberia que no deja usar los avios para comprar billetes,,Wed Oct 25 19:11:50 +0000 2017,923265865394655237,,Central Time (US & Canada)
negative,FALSE,0,0,El personal de tierra de Ryanair amenaza  con una huelga a final de año https://t.co/JFuFo3Sfs6,,Thu Dec 14 08:57:14 +0000 2017,941230589876858880,,Madrid
positive,TRUE,0,0,@malaprensa @Ryanair Pero lo que sí podrás mostrar es el justificante del pago a su cuenta. Con eso debería ser suf… https://t.co/uJligBJanB,,Sun Dec 24 10:50:09 +0000 2017,944882884283858944,,Madrid
neutral,FALSE,0,0,"Iberia, una aerolínea 4 estrellas que une Buenos Aires-Madrid con vuelos directos

https://t.co/AWvmM7yIUP https://t.co/1kw0kVRzFX",,Tue Nov 07 12:00:00 +0000 2017,927868234065256449,,Buenos Aires
positive,TRUE,0,0,@Iberia #HolaColombia me encantaría seguir viajando con @Iberia,,Tue Nov 07 21:08:47 +0000 2017,928006339783163904,,
negative,FALSE,0,0,¿Cómo? ¿En Ryanair te obligan a facturar hasta la camisa? https://t.co/IXzUKI8NtS,,Tue Nov 21 22:33:29 +0000 2017,933101087006978049,,Madrid
negative,TRUE,0,0,"@Iberia Buenas, me pueden explicar xq no puedo comprar/pagar un billete de avion en su web/callcenter de USA con una 💳 d crédito 🇪🇸?",,Sat Dec 30 16:49:58 +0000 2017,947147762155556865,,
positive,TRUE,0,0,@mjberrocal @Grupo_Envera_ @Iberia @TinaAlija1 @LopezyValiente @sovimon74 @AngieGuillenMua @LupeMateo @m_ontoba… https://t.co/2dkoPujAdQ,,Tue Jan 02 13:27:02 +0000 2018,948183857874046976,,Madrid
neutral,FALSE,0,0,"Con @Iberia, mi destino a un solo click. ¡Deseadme suerte! #HolaArgentina. Hola 79 destinos europeos al mejor precio https://t.co/UDDOrzLhCH",,Thu Nov 23 11:34:09 +0000 2017,933659934511845376,,
negative,FALSE,0,0,"Finalmente @ryanair ha cumplido. Nos canceló un vuelo, pero nos devolvió el importe y me acaba de transfer la indemnización de 400€/billete",,Fri Oct 27 13:07:51 +0000 2017,923899043213926400,,Madrid
negative,FALSE,0,0,"Para un viaje de 8 horas, @avanzabus pone un autobús que parece un avión de Ryanair. Hoy va a dormir el tato. Eso s… https://t.co/CXJFkewAEw",,Fri Dec 22 22:47:34 +0000 2017,944338653299519488,,Madrid
negative,TRUE,0,0,"@AntonioRodPol @Iberia Ladrones, ese es el nombre",,Mon Dec 18 14:29:18 +0000 2017,942763709813940224,,Athens
negative,TRUE,0,0,@Iberia Vuelo IB6841. Seguimos con retraso https://t.co/ZmcmW8zaKy,,Thu Nov 30 18:43:47 +0000 2017,936304769571983360,,
negative,FALSE,0,0,¿Qué coño está pasando con los aviones últimamente? No hacen más que aparecer tuits de estos. Yo mismo me tuve que… https://t.co/oDt46E9yvg,,Sat Dec 30 15:53:42 +0000 2017,947133601644195845,,Madrid
negative,FALSE,0,0,Felicitaciones !!!!! Argentina les regala la ruta de barcelona . Ustedes no tienen la culpa aprovechen . Por otros… https://t.co/xaOEFQtI4J,,Thu Dec 14 12:18:22 +0000 2017,941281206007713792,,
neutral,FALSE,0,0,Desde el twitter oficial de la selección de Iberia de Iracing os deseamos feliz navidad felices fiestas y feliz año a todos!,,Fri Dec 29 23:30:59 +0000 2017,946886293937639424,,
neutral,TRUE,0,0,@elespanolcom Esta foto muestra el futuro piloto de Ryanair.,,Mon Nov 20 14:34:04 +0000 2017,932618048980299776,,Madrid
negative,FALSE,0,0,NUEVO VÍDEO !! #20  VBLOG VIAJAMOS A LONDRES  SKY GARDEN Y NOS CANCELAN EL VUELO RYANAIR https://t.co/TgqSGke3TS vía @YouTube,,Sun Nov 05 00:50:09 +0000 2017,926974885242351616,,Madrid
neutral,TRUE,0,0,@JoanmiMmc @Ayto_Sevilla @SevillaVuela @Ryanair @Ryanair_ES @easyJet @iberiaexpress @TurismoSVQ 4 botellines y se te pasa,,Fri Nov 03 16:07:42 +0000 2017,926481017019469824,,Greenland
negative,TRUE,0,0,@Iberia Semanas con incidencia de emitir facturas por web y cuando se solicitan por tlf. La gente necesita justificar gastos. Inaceptable.,,Tue Nov 07 13:35:25 +0000 2017,927892244933283840,,Copenhagen
negative,TRUE,0,0,@vueling Seguridad? No entiendo que lo tenga q hacer tb cuando voy en tránsito procedente de Iberia Air Nostrum y n… https://t.co/rPSnIqcov1,,Fri Dec 01 11:33:18 +0000 2017,936558821648060418,,Madrid
neutral,TRUE,0,0,@Iberia ¿Qué es un DM?,,Thu Nov 16 22:28:08 +0000 2017,931287798149152770,,
negative,FALSE,0,0,"Con @Iberia, mi destino a un solo click. ¡Deseadme suerte! #HolaArgentina. Hola 79 destinos europeos al mejor precio https://t.co/zBXKWfpEIK",,Tue Nov 21 15:15:37 +0000 2017,932990894093062144,,Santiago
neutral,FALSE,0,0,VIDEO: Reconstruyen el trágico accidente de Spanair ocurrido en Madrid en 2008 https://t.co/69CWSCil35,,Fri Nov 24 21:50:48 +0000 2017,934177508106350592,,
positive,FALSE,0,0,"Con @Iberia, mi destino a un solo click. ¡Deseadme suerte! #HolaColombia. Hola 79 destinos europeos al mejor precio https://t.co/tIGhOZlh8R",,Sat Nov 25 19:36:57 +0000 2017,934506211021656070,,Caracas
negative,TRUE,0,0,@Iberia SHARE/RT IBERIA COBRAN INSTANTANEAMENTE LAS VENTAS PERO CUANDO TIENEN QUE DEVOLVER DINERO MAL COBRADO TARDA… https://t.co/U3wlRfMih3,,Thu Dec 14 12:50:44 +0000 2017,941289351715213313,,
neutral,TRUE,0,0,@Ryanair retrasa a enero el cambio en la política de equipaje de mano https://t.co/k8pyWpgrX5,,Wed Oct 25 16:00:34 +0000 2017,923217733130448896,,Athens
neutral,TRUE,0,0,@tatibaldwin Jajajajajajajaja ryanair compañia d viajes digame,,Sun Nov 26 03:02:06 +0000 2017,934618237500907520,,Greenland
negative,FALSE,0,0,Nefasta atención al cliente de @Iberia. La web no me deja facturar una maleta y la alternativa es o facturar en el… https://t.co/Of9Y3Pdfc8,,Mon Dec 25 01:39:52 +0000 2017,945106790777327616,"Los Realejos, España",Madrid
negative,FALSE,0,0,"Me cago en todo Ryanair, que me tengo que ir. ¿Por qué pollas no se puede sacar justo hasta las 20.20? https://t.co/FC18b3hoIf",,Sat Nov 25 17:23:52 +0000 2017,934472718279430146,,Athens
negative,TRUE,0,0,"@Iberia buenos días, favor me confirman el correo,  para el reclamo de una maleta perdida.",,Thu Oct 26 15:50:00 +0000 2017,923577461606178819,,
negative,FALSE,0,0,"Esto es lo que está pasando en las líneas aéreas de bandera, vaciamiento para beneficiar low coast,  Iberia , level… https://t.co/DMYqSbM79Z",,Tue Nov 28 23:50:14 +0000 2017,935657115015958529,,
negative,TRUE,0,0,@Iberia Buenos dias. HOY OTRA VEZ NOS METEN alguna maleta en la bodega. No es algo excepcional.,,Mon Nov 20 14:23:54 +0000 2017,932615488403853312,,Paris
positive,TRUE,0,0,@Ryanair_ES ¿ Es un pájaro? ¿ es un avión ? ¿ es Spiderman ? NO. Es Ryanair . Y me encanta viajar con ellos porque… https://t.co/zluaJa9WCP,,Tue Dec 19 00:14:29 +0000 2017,942910973417066498,,
positive,FALSE,0,0,¡Misión cumplida! @Iberia expande sus ruta de verano desde España de 3 a 5 vuelos semanales. Esta es la mayor canti… https://t.co/sUlVVlhpJH,,Tue Dec 05 12:26:55 +0000 2017,938021867549609984,,
neutral,FALSE,0,0,"Y mas cositas de la vida, resulta que mañana @Flapy y yo volamos en el mismo vuelo y hemos conseguido sentarnos jun… https://t.co/7i2tYHzczk",,Tue Dec 19 02:28:44 +0000 2017,942944761345748992,,Tokyo
negative,TRUE,0,0,@Ryanair_ES 😡compré vuelo #ryanair y al día siguiente tuve que comprar otro para mi hermana menor de edad. Al hacer… https://t.co/ViAXUafYPZ,,Tue Dec 05 12:04:55 +0000 2017,938016330913116161,,Pacific Time (US & Canada)
negative,FALSE,0,0,Ahora el vuelo @Ryanair @Ryanair_ES @RyanairFlights Marsella Madrid me informan que saldrá a las 23:00 ??!! no hay… https://t.co/bIj1DO1m1g,,Mon Jan 08 17:47:43 +0000 2018,950423789065654273,,Madrid
neutral,FALSE,0,0,"El canal Smithsonian reconstruye en vídeo el accidente aéreo de Spanair en Barajas, el más mortífero en España en 2… https://t.co/5wWAcxADXc",,Sat Nov 25 02:21:16 +0000 2017,934245570138472448,,
negative,TRUE,0,0,"@DrJMerengue @Renfe @Inforenfe Si hablamos de lo molestos que son los avisos de Renfe, te entiendo y lo comparto, c… https://t.co/rmA4ocqinj",,Fri Dec 15 19:46:40 +0000 2017,941756411943505923,,Madrid
neutral,TRUE,0,0,@Iberia Si mi rubia viaja. Voy....sino  Noooo(COCKER SPANIEL.) https://t.co/POsZhcaq6u,,Mon Nov 06 00:55:10 +0000 2017,927338534951968768,,Buenos Aires
negative,FALSE,0,0,-Iberia?? Anule el billete  ✈️ que tenía reservado  #21DCatL6 https://t.co/4KWcDT8aAp,,Thu Dec 21 20:27:49 +0000 2017,943941096639483904,,
negative,TRUE,0,0,@Iberia Trato de inscribirme y esto es lo que sale https://t.co/ooJCeC43Ht,,Sat Dec 16 22:26:45 +0000 2017,942159085641895936,,Caracas
neutral,FALSE,0,0,Autogrill Iberia,,Tue Nov 28 18:03:06 +0000 2017,935569753791397889,,
neutral,TRUE,0,0,"@nas2meetu @Ryanair_ES @aena @Ryanair Tiempo tampoco, yo estaba en el aeropuerto con margen, el vuelo salió a la ho… https://t.co/Z5EJx7pEC3",,Mon Nov 13 09:28:03 +0000 2017,930004322028523520,,Madrid
negative,FALSE,0,0,loco como no vivo cerca de iberia,,Thu Nov 16 21:29:25 +0000 2017,931273023805710336,,
negative,TRUE,0,0,"@Iberia el problema es que no ayudan con gusto , la atención al cliente es terrible, aquí en el aeropuerto de Mallorca y en general",,Wed Oct 25 16:23:27 +0000 2017,923223491876413440,,Madrid
negative,TRUE,0,0,@marcelob787 @ana_malufana A disfrutar de iberia entonces. Buenos vuelos !!!,,Tue Dec 05 17:49:51 +0000 2017,938103134399983616,,
neutral,FALSE,0,0,"Ho ho ho

https://t.co/hmXET0wNdR",,Fri Dec 15 10:13:40 +0000 2017,941612212682182656,,
neutral,FALSE,0,0,"Paco Jémez en un Helicóptero en estos momentos, ...Clemente en un Binter...y Fernando Vázquez comprando billete en… https://t.co/9zE7QmFiNw",,Tue Nov 21 22:41:50 +0000 2017,933103184524054528,,Dublin
negative,FALSE,0,0,Una verguenza absoluta que @iberia no de opcion vegetariana en checkin y ahora me digan que no se puede elegir la opcion cdo viajare 11 hrs,,Wed Oct 25 18:11:06 +0000 2017,923250582844002307,,
negative,TRUE,0,0,@Iberia No me dan ninguna opción antes del 23. Si hubiese querido volar el 23 ya lo habría comprado hace dos meses.… https://t.co/z2CoEbJknC,,Sat Dec 02 03:01:35 +0000 2017,936792432636706816,,Central Time (US & Canada)
neutral,FALSE,0,0,#BuenasNoches despegando a #Johannesburg #Sudáfrica✈️ viaje de vuelta al continente africano...  con la mejor compa… https://t.co/OqFDlNWoaA,,Fri Nov 03 23:08:26 +0000 2017,926586900810485764,"Madrid, España",Madrid
neutral,TRUE,0,0,"@wicho @Iberia Buen viaje, como sea",,Sun Nov 26 14:33:46 +0000 2017,934792301578244096,,Madrid
negative,TRUE,0,0,@Ryanair Madrid #travelthursday,,Thu Nov 23 14:57:28 +0000 2017,933711099240869888,,
neutral,FALSE,0,0,Iberia Express celebra sus cinco años con una oferta de 5.000 plazas a sólo 5 euros https://t.co/6onBh60yG1,,Thu Nov 30 11:29:13 +0000 2017,936195405892681728,,
negative,TRUE,0,0,@Iberia En dos vuelos hechos con ustedes https://t.co/3YjHpgr223,,Sun Nov 05 13:25:03 +0000 2017,927164860105977856,,
positive,FALSE,0,0,"Iberia, una aerolínea 4 estrellas que une Buenos Aires-Madrid con vuelos directos

https://t.co/AWvmM7Qkjp https://t.co/KG4GU6BZdE",,Mon Nov 06 12:00:04 +0000 2017,927505860527579136,,Buenos Aires
negative,FALSE,0,0,"Ryanair se planta ante sus pilotos, que irán a la huelga. https://t.co/TDoxIkT4Mo",,Sat Dec 16 06:08:28 +0000 2017,941912895276900352,,Bogota
positive,FALSE,0,0,En los últimos días me he tomado varios vuelos c diferentes aerolíneas @raynair @Iberia @vueling etc en ninguna tuv… https://t.co/DFjKeyIbFy,,Fri Nov 24 09:15:55 +0000 2017,933987532651589633,,Madrid
negative,TRUE,0,0,@Iberia con este billete en el que pone sala vip no te dejan acceder a ninguna en Múnich... ¿De qué sirve entonces? https://t.co/xcQDJav4Tg,,Thu Oct 26 08:46:40 +0000 2017,923470926108332032,,
